doi,title,type,publisher
10.11647/obp.0014.07,Political Participation,book-chapter,Open Book Publishers
10.11647/obp.0014.08,The Role of the Media and Communication,book-chapter,Open Book Publishers
10.11647/obp.0014.09,Young People and Education,book-chapter,Open Book Publishers
10.11647/obp.0014.10,Multilateralism and the International Order,book-chapter,Open Book Publishers
10.11647/obp.0014.11,The Way Forward,book-chapter,Open Book Publishers
10.11647/obp.0014.12,Afterward,book-chapter,Open Book Publishers
10.11647/obp.0015.01,1. Apocalypse Now and Again,book-chapter,Open Book Publishers
10.11647/obp.0015.02,The World Gone M.A.D.,book-chapter,Open Book Publishers
10.11647/obp.0015.03,And Then There Was Nothing: Is The End Ever Really The End?,book-chapter,Open Book Publishers
10.11647/obp.0015.04,Falling out with Hal and Hester,book-chapter,Open Book Publishers
10.11647/obp.0015.05,Dying of Happiness: Utopia at the End of this World,book-chapter,Open Book Publishers
10.11647/obp.0015.06,"Afterword: Libera Me, Domine, De Vita Æterna",book-chapter,Open Book Publishers
10.11647/obp.0016.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0016.02,Latin Text and Study Questions,book-chapter,Open Book Publishers
10.11647/obp.0016.03,Commentary,book-chapter,Open Book Publishers
10.11647/obp.0016.04,List of Abbreviations,book-chapter,Open Book Publishers
10.11647/obp.0016.05,List of Rhetorical Terms,book-chapter,Open Book Publishers
10.11647/obp.0016.06,Translation,book-chapter,Open Book Publishers
10.11647/obp.0017.01,"Foreword: Göran Printz-Påhlson, a Life in and beyond Letters",book-chapter,Open Book Publishers
10.11647/obp.0017.02,Inbetween: Locating Göran Printz-Påhlson,book-chapter,Open Book Publishers
10.11647/obp.0017.03,‘The Overall Wandering of Mirroring Mind’: Some Notes on Göran Printz-Påhlson,book-chapter,Open Book Publishers
10.11647/obp.0017.06,Letters of Blood: Poems,book-chapter,Open Book Publishers
10.11647/obp.0018.01,Framing the View: Russian Women in the Long Nineteenth Century,book-chapter,Open Book Publishers
10.11647/obp.0018.02,Women and Urban Culture,book-chapter,Open Book Publishers
10.11647/obp.0018.03,Russian Peasant Women’s Culture: Three Voices,book-chapter,Open Book Publishers
10.11647/obp.0018.04,Mary and Women in Late Imperial Russian Orthodoxy,book-chapter,Open Book Publishers
10.11647/obp.0018.05,Women and the Visual Arts,book-chapter,Open Book Publishers
10.11647/obp.0018.06,Women and Music,book-chapter,Open Book Publishers
10.11647/obp.0018.07,The Rise of the Actress in Early Nineteenth-Century Russia,book-chapter,Open Book Publishers
10.11647/obp.0018.08,"""How Women Should Write"": Russian Women’s Writing in the Nineteenth Century",book-chapter,Open Book Publishers
10.11647/obp.0018.09,Between Law and Morality: Violence against Women in Nineteenth-Century Russia,book-chapter,Open Book Publishers
10.11647/obp.0019.02,Consume and Share: Making Copyright Fit for the Digital Agenda,book-chapter,Open Book Publishers
10.11647/obp.0019.03,Evaluating Directive 2001/29/EC in the Light of the Digital Public Domain,book-chapter,Open Book Publishers
10.11647/obp.0019.04,Building Digital Commons through Open Access Management of Copyright-related Rights,book-chapter,Open Book Publishers
10.11647/obp.0019.05,Contractually-constructed Research Commons: A Critical Economic Appraisal,book-chapter,Open Book Publishers
10.11647/obp.0019.06,Social Motivations and Incentives in Ex Situ Conservation of Microbial Genetic Resources,book-chapter,Open Book Publishers
10.11647/obp.0019.07,Open Knowledge: Promises and Challenges,book-chapter,Open Book Publishers
10.11647/obp.0019.08,Science Commons: Building the Research Web,book-chapter,Open Book Publishers
10.11647/obp.0019.09,The DRIVER Project: The Socio-economic Benefits of a European Scientific Commons,book-chapter,Open Book Publishers
10.11647/obp.0019.10,CC REL: The Creative Commons Rights Expression Language,book-chapter,Open Book Publishers
10.11647/obp.0019.11,The Value of Registering Creative Works,book-chapter,Open Book Publishers
10.11647/obp.0020.01,"Rational, Irrational",book-chapter,Open Book Publishers
10.11647/obp.0020.02,Game Theory: A Beautiful Mind,book-chapter,Open Book Publishers
10.11647/obp.0020.03,The Jungle Tale and the Market Tale,book-chapter,Open Book Publishers
10.11647/obp.0020.04,"Economics, Pragmatics and Seven Traps",book-chapter,Open Book Publishers
10.11647/obp.0020.05,(Sort of) Economic Policy,book-chapter,Open Book Publishers
10.11647/obp.0020.06,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0021.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0021.02,Does Economic Theory Work?,book-chapter,Open Book Publishers
10.11647/obp.0021.03,Why Is The World So Irrational?,book-chapter,Open Book Publishers
10.11647/obp.0021.04,Does Economic Theory Fail?,book-chapter,Open Book Publishers
10.11647/obp.0021.05,You Can Fool Some Of The People...,book-chapter,Open Book Publishers
10.11647/obp.0021.06,Behavioral Theories I: Biases and Irrationality,book-chapter,Open Book Publishers
10.11647/obp.0021.07,Behavioral Theories II: Time and Uncertainty,book-chapter,Open Book Publishers
10.11647/obp.0021.08,Learning and Friends,book-chapter,Open Book Publishers
10.11647/obp.0021.09,"Conclusion: Psychology, Neuroscience and Economics",book-chapter,Open Book Publishers
10.11647/obp.0022.01,"By Way of Introduction: British Reception, Perception and Recognition of Russian Culture",book-chapter,Open Book Publishers
10.11647/obp.0022.02,"Byron, Don Juan, and Russia",book-chapter,Open Book Publishers
10.11647/obp.0022.03,William Henry Leeds and Early British Responses to Russian Literature,book-chapter,Open Book Publishers
10.11647/obp.0022.04,"Russian Icons through British Eyes, c. 1830-1930",book-chapter,Open Book Publishers
10.11647/obp.0022.05,The Crystal Palace Exhibition and Britain’s Encounter with Russia,book-chapter,Open Book Publishers
10.11647/obp.0022.06,An ‘Extraordinary Engagement’: A Russian Opera Company in Victorian Britain,book-chapter,Open Book Publishers
10.11647/obp.0022.07,Russian Folk Tales for English Readers: Two Personalities and Two Strategies in British Translations of the Late Nineteenth and Early Twentieth Centuries,book-chapter,Open Book Publishers
10.11647/obp.0022.08,"‘Wilful Melancholy’ or ‘a Vigorous and Manly Optimism’?: Rosa Newmarch and the Struggle against Decadence in the British Reception of Russian Music, 1897-1917",book-chapter,Open Book Publishers
10.11647/obp.0022.09,"‘Infantine Smudges of Paint… Infantine Rudeness of Soul’: British Reception of Russian Art at the Exhibitions of the Allied Artists’ Association, 1908-1911",book-chapter,Open Book Publishers
10.11647/obp.0022.10,rime and Publishing: How Dostoevskii Changed the British Murder,book-chapter,Open Book Publishers
10.11647/obp.0022.11,Stephen Graham and Russian Spirituality: The Pilgrim in Search of Salvation,book-chapter,Open Book Publishers
10.11647/obp.0022.12,Jane Harrison as an Interpreter of Russian Culture in the 1910s-1920s,book-chapter,Open Book Publishers
10.11647/obp.0022.13,Aleksei Remizov’s English-language Translators: New Material,book-chapter,Open Book Publishers
10.11647/obp.0022.14,Chekhov and the Buried Life of Katherine Mansfield,book-chapter,Open Book Publishers
10.11647/obp.0022.15,A Gaul Who has Chosen Impeccable Russian as his Medium’: Ivan Bunin and the British Myth of Russia in the Early 20th Century,book-chapter,Open Book Publishers
10.11647/obp.0022.16,"Russia and Russian Culture in The Criterion, 1922-1939",book-chapter,Open Book Publishers
10.11647/obp.0022.17,‘Racy of the Soil’: Filipp Maliavin’s London Exhibition of 1935,book-chapter,Open Book Publishers
10.11647/obp.0022.18,Mrs Churchill Goes to Russia: The Wartime Gift-Exchange between Britain and the Soviet Union,book-chapter,Open Book Publishers
10.11647/obp.0022.19,‘Unity in Difference’: The Representation of Life in the Soviet Union through Isotype,book-chapter,Open Book Publishers
10.11647/obp.0022.20,"‘Sputniks and Sideboards’: Exhibiting the Soviet ‘Way of Life’ in Cold War Britain, 1961-1979",book-chapter,Open Book Publishers
10.11647/obp.0022.21,"The British Reception of Russian Film, 1960-1990: The Role of Sight and Sound",book-chapter,Open Book Publishers
10.11647/obp.0023.01,Preface,book-chapter,Open Book Publishers
10.11647/obp.0023.02,Latin Text,book-chapter,Open Book Publishers
10.11647/obp.0023.03,Study Questions,book-chapter,Open Book Publishers
10.11647/obp.0023.04,Commentary,book-chapter,Open Book Publishers
10.11647/obp.0023.05,Interpretative Essays,book-chapter,Open Book Publishers
10.11647/obp.0024.01,Introduction :Digital Humanities and the Place of Pedagogy,book-chapter,Open Book Publishers
10.11647/obp.0024.02,The PhD in Digital Humanities,book-chapter,Open Book Publishers
10.11647/obp.0024.04,Teaching Digital Skills in an Archives and Public History Curriculum,book-chapter,Open Book Publishers
10.11647/obp.0024.05,Digital Humanities and the First-Year Writing Course,book-chapter,Open Book Publishers
10.11647/obp.0024.06,Teaching Digital Humanities through Digital Cultural Mapping,book-chapter,Open Book Publishers
10.11647/obp.0024.07,Looking for Whitman: A Multi-Campus Experiment in Digital Pedagogy,book-chapter,Open Book Publishers
10.11647/obp.0024.08,Acculturation and the Digital Humanities Community,book-chapter,Open Book Publishers
10.11647/obp.0024.09,Teaching Skills or Teaching Methodology?,book-chapter,Open Book Publishers
10.11647/obp.0024.10,Programming with Humanists,book-chapter,Open Book Publishers
10.11647/obp.0024.11,Teaching Computer-Assisted Text Analysis,book-chapter,Open Book Publishers
10.11647/obp.0024.12,Pedagogical Principles of Digital Historiography,book-chapter,Open Book Publishers
10.11647/obp.0024.13,Nomadic Archives: Remix and the Drift to Praxis,book-chapter,Open Book Publishers
10.11647/obp.0024.14,On the Digital Future of Humanities,book-chapter,Open Book Publishers
10.11647/obp.0024.15,Opening up Digital Humanities Education,book-chapter,Open Book Publishers
10.11647/obp.0024.16,Multiliteracies in the Undergraduate Digital Humanities Curriculum,book-chapter,Open Book Publishers
10.11647/obp.0024.17,"Teaching Digital Rhetoric: Wikipedia, Collaboration, and the Politics of Free Knowledge",book-chapter,Open Book Publishers
10.11647/obp.0026.01,A Slightly Complicated Door: The Ethnography and Conceptualisation of North Asian Borders,book-chapter,Open Book Publishers
10.11647/obp.0026.02,On Ideas of the Border in the Russian and Chinese Social Imaginaries,book-chapter,Open Book Publishers
10.11647/obp.0026.03,Rethinking Borders in Empire and Nation at the Foot of the Willow Palisade,book-chapter,Open Book Publishers
10.11647/obp.0026.04,"Concepts of ""Russia"" and their Relation to the Border with China",book-chapter,Open Book Publishers
10.11647/obp.0026.05,Chinese Migrants and Anti-Chinese Sentiments in Russian Society,book-chapter,Open Book Publishers
10.11647/obp.0026.06,The Case of the Amur as a Cross-Border Zone of Illegality,book-chapter,Open Book Publishers
10.11647/obp.0026.08,"Ritual, Memory and the Buriad Diaspora Notion of Home",book-chapter,Open Book Publishers
10.11647/obp.0026.09,Politicisation of Quasi-Indigenousness on the Russo-Chinese Frontier,book-chapter,Open Book Publishers
10.11647/obp.0026.10,People of the Border: The Destiny of the Shenehen Buryats,book-chapter,Open Book Publishers
10.11647/obp.0026.11,The Persistence of the Nation-State at the Chinese-Kazakh Border,book-chapter,Open Book Publishers
10.11647/obp.0026.13,Appendix: Border-Crossing Infrastructure: The Case of the Russian-Mongolian Border,book-chapter,Open Book Publishers
10.11647/obp.0027.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0027.02,Positions,book-chapter,Open Book Publishers
10.11647/obp.0027.03,Methods,book-chapter,Open Book Publishers
10.11647/obp.0027.04,Autonomy,book-chapter,Open Book Publishers
10.11647/obp.0027.05,Science and Literature,book-chapter,Open Book Publishers
10.11647/obp.0027.06,Literature and Cultural Politics,book-chapter,Open Book Publishers
10.11647/obp.0027.07,Literature and Cultural Policy,book-chapter,Open Book Publishers
10.11647/obp.0027.08,Conclusion,book-chapter,Open Book Publishers
10.11647/obp.0028.02,From the Window of the House,book-chapter,Open Book Publishers
10.11647/obp.0028.03,"Lips and Ships, Peers and Tears: Lacrimae Rerum and Tragic Joy",book-chapter,Open Book Publishers
10.11647/obp.0028.04,Yeats and the Colours of Poetry,book-chapter,Open Book Publishers
10.11647/obp.0028.05,Yeats's Shakespeare: There is a Good Deal of my Father in it,book-chapter,Open Book Publishers
10.11647/obp.0028.06,What Raftery Built,book-chapter,Open Book Publishers
10.11647/obp.0028.07,A Portrait of George Yeats,book-chapter,Open Book Publishers
10.11647/obp.0028.08,The Tower: Yeats's Anti-Modernist Monument,book-chapter,Open Book Publishers
10.11647/obp.0028.09,Vacillation: Between What and What?,book-chapter,Open Book Publishers
10.11647/obp.0028.12,Question Me Again: Reflections of W. B. Yeats and Seamus Heaney,book-chapter,Open Book Publishers
10.11647/obp.0028.13,A Select Checklist of the Writings of Alexander Norman Jeffares (1920-2005),book-chapter,Open Book Publishers
10.11647/obp.0028.14,A Vision (1925): A Review Essay,book-chapter,Open Book Publishers
10.11647/obp.0028.15,Yeats and the New Physics,book-chapter,Open Book Publishers
10.11647/obp.0028.16,"A Law Indifferent to Blame or Praise: W. B. Yeats, The Tower (1928): Manuscript Materials, ed. Richard J. Finneran, with Jared Curtis and Ann Saddlemyer",book-chapter,Open Book Publishers
10.11647/obp.0028.17,"Denis Donoghue, On Eloquence",book-chapter,Open Book Publishers
10.11647/obp.0028.18,"Nicholas Grene, Yeats's Poetic Codes",book-chapter,Open Book Publishers
10.11647/obp.0028.19,"W. B. Yeats, The King of the Great Clock Tower and A Full Moon in March: Manuscript Materials, ed. Richard Allen Cave",book-chapter,Open Book Publishers
10.11647/obp.0028.20,"Helen Vendler, Our Secret Discipline: Yeats and Lyric Form",book-chapter,Open Book Publishers
10.11647/obp.0028.22,"Fiorenzo Fantaccini, W.B. Yeats e la cultura italiana",book-chapter,Open Book Publishers
10.11647/obp.0030.01,The Oppenheims,book-chapter,Open Book Publishers
10.11647/obp.0030.02,The Charm of the Orient,book-chapter,Open Book Publishers
10.11647/obp.0030.03,"Attaché in Cairo. ""The Kaiser’s Spy""",book-chapter,Open Book Publishers
10.11647/obp.0030.04,The Spectre of Pan-Islamism and Jihad. The Background of Oppenheim’s 1914 Denkschrift betreffend die Revolutionierung der islamischen Gebiete Unserer Feinde,book-chapter,Open Book Publishers
10.11647/obp.0030.05,Oppenheim’s 1914 Denkschrift,book-chapter,Open Book Publishers
10.11647/obp.0030.06,Promoter of German Economic Expansion and the Berlin-Baghdad Railway,book-chapter,Open Book Publishers
10.11647/obp.0030.07,"Discovery and Excavation, Publications and Critical Reception",book-chapter,Open Book Publishers
10.11647/obp.0030.08,Financial Difficulties. The Fate of the Tell Halaf Finds,book-chapter,Open Book Publishers
10.11647/obp.0030.09,Questions,book-chapter,Open Book Publishers
10.11647/obp.0030.10,The Oppenheims and their Bank under National Socialism,book-chapter,Open Book Publishers
10.11647/obp.0030.11,. Waldemar and Friedrich Carl von Oppenheim during the National Socialist Regime,book-chapter,Open Book Publishers
10.11647/obp.0030.12,"Max von Oppenheim, ""Half-Jew,"" during the National Socialist Regime",book-chapter,Open Book Publishers
10.11647/obp.0030.13,Plotting for Nazi Germany. Oppenheim’s Role in the Middle East Policy of the Third Reich,book-chapter,Open Book Publishers
10.11647/obp.0030.14,Max von Oppenheim’s Last Years,book-chapter,Open Book Publishers
10.11647/obp.0030.15,Two Jewish Organizations: the Verband nationaldeutscher Juden (Association of German National Jews) and the Reichsbund jüdischer Frontsoldaten (Jewish War Veterans Association),book-chapter,Open Book Publishers
10.11647/obp.0030.16,"Some Individuals: Schoeps, Pevsner, Kantorowicz, Landmann",book-chapter,Open Book Publishers
10.11647/obp.0030.17,By Way of Conclusion,book-chapter,Open Book Publishers
10.11647/obp.0030.18,Foreword,book-chapter,Open Book Publishers
10.11647/obp.0030.19,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0032.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0032.03,"Access and Accessibility at ELAR, A Social Networking Archive for Endangered Languages Documentation",book-chapter,Open Book Publishers
10.11647/obp.0032.04,Multiple Audiences and Co-Curation: Linking an Ethnographic Archive of Endangered Oral Traditions to Contemporary Contexts,book-chapter,Open Book Publishers
10.11647/obp.0032.05,Researchers as Griots? Reflections on Multimedia Fieldwork in West Africa,book-chapter,Open Book Publishers
10.11647/obp.0032.06,"American Indian Oral Literature, Cultural Identity and Language Revitalisation: Some Considerations for Researchers",book-chapter,Open Book Publishers
10.11647/obp.0032.07,Ecuador's Indigenous Cultures: Astride Orality and Literacy,book-chapter,Open Book Publishers
10.11647/obp.0032.08,From Shrine to Stage: A Personal Account of the Challenges of Archiving the Tejaji Ballad of Rajasthan,book-chapter,Open Book Publishers
10.11647/obp.0033.01,Writing Oral Narrative: The Role and Description of Self in Recording Living Traditions,book-chapter,Open Book Publishers
10.11647/obp.0033.02,The Tabwa Context: Mature Shifting of Frames and Adolescent Assertion,book-chapter,Open Book Publishers
10.11647/obp.0033.03,"Chiefs, Tricksters and Christians: Bemba Tales and Lessons",book-chapter,Open Book Publishers
10.11647/obp.0033.04,"Bisa Storytelling: The Politics of Hunting, Beer-Drinks, and Elvis",book-chapter,Open Book Publishers
10.11647/obp.0033.05,Telling Tales While Keeping Secrets: Two Lunda Storytelling Sessions,book-chapter,Open Book Publishers
10.11647/obp.0033.06,Stories on Demand: A Performance Session Among the Bwile,book-chapter,Open Book Publishers
10.11647/obp.0033.07,Conclusion: Lessons from Frozen Moments,book-chapter,Open Book Publishers
10.11647/obp.0034.01,Introduction: What Ibonia is and How to Read it,book-chapter,Open Book Publishers
10.11647/obp.0034.03,"What it is: Texts, Plural",book-chapter,Open Book Publishers
10.11647/obp.0034.04,Texture and Structure: How it is Made,book-chapter,Open Book Publishers
10.11647/obp.0034.05,"Context, History, Interpretation",book-chapter,Open Book Publishers
10.11647/obp.0034.06,"Ibonia, He of the Clear and Captivating Glance",book-chapter,Open Book Publishers
10.11647/obp.0034.07,Appendix: Versions and Variants,book-chapter,Open Book Publishers
10.11647/obp.0035.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0035.02,Latin text with study questions and vocabulary aid,book-chapter,Open Book Publishers
10.11647/obp.0035.03,Commentary,book-chapter,Open Book Publishers
10.11647/obp.0036.02,Chronology of Jules Michelet,book-chapter,Open Book Publishers
10.11647/obp.0036.03,"Michelet, Introduction to World History",book-chapter,Open Book Publishers
10.11647/obp.0036.05,"Michelet, Preface to the History of France (1869), with Introduction by Edward K. Kaplan",book-chapter,Open Book Publishers
10.11647/obp.0038.01,The Mask before The Mask,book-chapter,Open Book Publishers
10.11647/obp.0038.02,"The King’s Threshold, Calvary, The Death of Cuchulain: Yeats’s Passion Plays",book-chapter,Open Book Publishers
10.11647/obp.0038.03,To ‘make others see my dream as I had seen it’: Yeats’s aesthetics in Cathleen ni Houlihan,book-chapter,Open Book Publishers
10.11647/obp.0038.04,"‘Oxford Poets’: Yeats, T. S. Eliot and William Force Stead",book-chapter,Open Book Publishers
10.11647/obp.0038.06,The Mask of Derision in Yeats’s Prologue to A Vision 1937,book-chapter,Open Book Publishers
10.11647/obp.0038.07,A Vision and Yeats’s Late Masks,book-chapter,Open Book Publishers
10.11647/obp.0038.08,The Mask of A Vision,book-chapter,Open Book Publishers
10.11647/obp.0038.09,"‘I beg your pardon?’: W.B. Yeats, Audibility and Sound Transmission",book-chapter,Open Book Publishers
10.11647/obp.0038.10,Mask and Robe: Yeats’s Oxford Book of Modern Verse (1936) and New Poems (1938),book-chapter,Open Book Publishers
10.11647/obp.0038.11,The Poem on the Mountain: A Chinese Reading of Yeats’s ‘Lapis Lazuli’,book-chapter,Open Book Publishers
10.11647/obp.0038.12,The Manuscript of ‘Leo Africanus’,book-chapter,Open Book Publishers
10.11647/obp.0038.13,‘My Dear Miss Brachvogel . . . ‘A Ms Version of a Yeats Quatrain,book-chapter,Open Book Publishers
10.11647/obp.0038.14,The Land Of Heart’s Desire: Some Hitherto Unrecorded Printings – ‘Work In Progress’,book-chapter,Open Book Publishers
10.11647/obp.0038.15,"Wheels and Butterflies: Title, Structure, Cover Design",book-chapter,Open Book Publishers
10.11647/obp.0038.16,"W. B. Yeats and Lady Gregory, Where there is Nothing and The Unicorn from the Stars: Manuscript Materials, ed. by Wim van Mierlo",book-chapter,Open Book Publishers
10.11647/obp.0038.18,"W. B. Yeats, At The Hawk’s Well and The Cat and the Moon: Manuscript Materials, ed. by Andrew Parkin",book-chapter,Open Book Publishers
10.11647/obp.0038.19,"Karen E. Brown, The Yeats Circle, Verbal and Visual Relations in Ireland, 1880–1939",book-chapter,Open Book Publishers
10.11647/obp.0038.20,"W. B. Yeats and George Yeats, The Letters ed. Ann Saddlemyer. Neil Mann, Matthew Gibson and Claire Nally (eds.), W. B. Yeats’s “A Vision”: Explications and Contexts",book-chapter,Open Book Publishers
10.11647/obp.0038.21,"Sean Pryor, W. B. Yeats, Ezra Pound and the Poetry of Paradise, Sean Pryor.",book-chapter,Open Book Publishers
10.11647/obp.0038.23,"Joseph M. Hassett, W. B. Yeats and the Muses",book-chapter,Open Book Publishers
10.11647/obp.0038.25,"R. F. Foster, Words Alone: Yeats and his Inheritances",book-chapter,Open Book Publishers
10.11647/obp.0039.01,1. Paroxystic Characterisation,book-chapter,Open Book Publishers
10.11647/obp.0039.02,2. Antithetic Structure,book-chapter,Open Book Publishers
10.11647/obp.0039.03,3. Ending with a Twist,book-chapter,Open Book Publishers
10.11647/obp.0039.04,4. The Tools of Brevity,book-chapter,Open Book Publishers
10.11647/obp.0039.05,5. Conclusion to Part I,book-chapter,Open Book Publishers
10.11647/obp.0039.06,6. Exoticism in the Classic Short Story,book-chapter,Open Book Publishers
10.11647/obp.0039.07,7. Short Stories and the Travelogue,book-chapter,Open Book Publishers
10.11647/obp.0039.08,8. Foreign World,book-chapter,Open Book Publishers
10.11647/obp.0039.09,9. Dialogue and Character Discreditation,book-chapter,Open Book Publishers
10.11647/obp.0039.10,"10. The Narrator, the Reflector and the Reader",book-chapter,Open Book Publishers
10.11647/obp.0039.11,11. Distance and Emotion,book-chapter,Open Book Publishers
10.11647/obp.0039.12,12. Conclusion to Part III: Are Dostoevsky’s Short Stories Polyphonic?,book-chapter,Open Book Publishers
10.11647/obp.0039.13,Epilogue: Beyond the Classic Short Story,book-chapter,Open Book Publishers
10.11647/obp.0039.14,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0040.01,Chasing the Shadow,book-chapter,Open Book Publishers
10.11647/obp.0040.02,Searching for the Soul of Russia,book-chapter,Open Book Publishers
10.11647/obp.0040.03,The Slow Death of Holy Russia,book-chapter,Open Book Publishers
10.11647/obp.0040.04,The Pilgrim in Uniform,book-chapter,Open Book Publishers
10.11647/obp.0040.05,Searching for America,book-chapter,Open Book Publishers
10.11647/obp.0040.06,A Rising or Setting Sun?,book-chapter,Open Book Publishers
10.11647/obp.0040.07,New Horizons,book-chapter,Open Book Publishers
10.11647/obp.0040.08,A Time of Strife,book-chapter,Open Book Publishers
10.11647/obp.0040.09,The Pilgrim Reborn?,book-chapter,Open Book Publishers
10.11647/obp.0040.10,Final Thoughts,book-chapter,Open Book Publishers
10.11647/obp.0040.11,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0041.01,Where Is the Ballad?,book-chapter,Open Book Publishers
10.11647/obp.0041.06,"Agency, Intention, and the Problem of Version (with a brief history of ballad editing)",book-chapter,Open Book Publishers
10.11647/obp.0042.01,"Reigns of the First Romanovs: Mikhail Fedorovich (1613-1645), Aleksei Mikhailovich (1645-1676), and Fedor Alekseevich (1676-1682)",book-chapter,Open Book Publishers
10.11647/obp.0042.02,"Reigns of Peter I (1682-1725), including joint reign with Ivan V (1682-1696) and regency of Sophia (1686-1689), and Catherine I (1725-1727)",book-chapter,Open Book Publishers
10.11647/obp.0042.04,Reigns of Peter III (1762) and Catherine II (1762-1796),book-chapter,Open Book Publishers
10.11647/obp.0042.08,The Crimean War (28 March 1854-27 April 1856),book-chapter,Open Book Publishers
10.11647/obp.0042.09,Reign of Alexander II (1855-1881),book-chapter,Open Book Publishers
10.11647/obp.0042.10,Reign of Alexander III (1881-1894),book-chapter,Open Book Publishers
10.11647/obp.0042.11,Reign of Nicholas II (1894-1917),book-chapter,Open Book Publishers
10.11647/obp.0043.01,Monday,book-chapter,Open Book Publishers
10.11647/obp.0043.04,Thursday,book-chapter,Open Book Publishers
10.11647/obp.0045.01,Introduction: why does the set text matter?,book-chapter,Open Book Publishers
10.11647/obp.0045.02,Latin text with study questions and vocabulary aid,book-chapter,Open Book Publishers
10.11647/obp.0045.03,Commentary,book-chapter,Open Book Publishers
10.11647/obp.0045.04,Further Resources,book-chapter,Open Book Publishers
10.11647/obp.0046.02,2. Defining Depiction,book-chapter,Open Book Publishers
10.11647/obp.0046.04,4. Depiction and Convention,book-chapter,Open Book Publishers
10.11647/obp.0046.08,8. Intentionality and Inexistence,book-chapter,Open Book Publishers
10.11647/obp.0047.01,"1. Culture, Heritage, and Ethics",book-chapter,Open Book Publishers
10.11647/obp.0047.03,3. The Meaning of the Public in an Age of Privatisation,book-chapter,Open Book Publishers
10.11647/obp.0047.04,4. History as Heritage: Producing the Present in Post-War Sri Lanka,book-chapter,Open Book Publishers
10.11647/obp.0047.05,5. Looking at the Acropolis of Athens from Modern Times to Antiquity,book-chapter,Open Book Publishers
10.11647/obp.0047.07,7. The Ethics of Digging,book-chapter,Open Book Publishers
10.11647/obp.0047.08,8. ‘National’ Heritage and Scholarship,book-chapter,Open Book Publishers
10.11647/obp.0047.12,12. Values in World Heritage Sites,book-chapter,Open Book Publishers
10.11647/obp.0047.13,13. Safeguarding Heritage: From Legal Rights over Objects to Legal Rights for Individuals and Communities?,book-chapter,Open Book Publishers
10.11647/obp.0048.01,1. Natalism: A Popular Use of the Bible,book-chapter,Open Book Publishers
10.11647/obp.0048.02,2. Protestant Natalism in the U.S.,book-chapter,Open Book Publishers
10.11647/obp.0048.03,3. Martin Luther: Forerunner of Natalism?,book-chapter,Open Book Publishers
10.11647/obp.0048.04,4. The Old Testament Context,book-chapter,Open Book Publishers
10.11647/obp.0048.05,5. Augustine on Fruitfulness,book-chapter,Open Book Publishers
10.11647/obp.0048.06,6. An Ecological Critique of Natalism,book-chapter,Open Book Publishers
10.11647/obp.0048.07,7. Conclusion,book-chapter,Open Book Publishers
10.11647/obp.0049.04,4. Three Stories About Kwayúu,book-chapter,Open Book Publishers
10.11647/obp.0049.05,5. Three Stories About Old Lady Sanyuuxáv,book-chapter,Open Book Publishers
10.11647/obp.0049.06,6. ’Aavém Kwasám,book-chapter,Open Book Publishers
10.11647/obp.0050.01,"World Orders, Old and New",book-chapter,Open Book Publishers
10.11647/obp.0050.02,The Vicissitudes of Democracy: Part 1,book-chapter,Open Book Publishers
10.11647/obp.0050.05,"Militarism, Democracy and People’s Right to Information",book-chapter,Open Book Publishers
10.11647/obp.0050.07,Introduction: Chomsky in India,book-chapter,Open Book Publishers
10.11647/obp.0051.01,1. The Origin of the Long-skulled Germanic Race,book-chapter,Open Book Publishers
10.11647/obp.0051.02,2. The Germanic Race and Norwegian Nationalism,book-chapter,Open Book Publishers
10.11647/obp.0051.03,"3. The Germanic Race and Norwegian Anthropology, 1880-1910",book-chapter,Open Book Publishers
10.11647/obp.0051.04,"4. Norwegian Nationhood and the Germanic Race, 1890-1910",book-chapter,Open Book Publishers
10.11647/obp.0051.05,"5. Racial Hygiene and the Nordic Race, 1900-1933",book-chapter,Open Book Publishers
10.11647/obp.0051.06,6. Halfdan Bryn and the Nordic Race,book-chapter,Open Book Publishers
10.11647/obp.0051.07,7. The Schreiners and the Science of Race,book-chapter,Open Book Publishers
10.11647/obp.0051.08,8. From Collaboration to Conflict: The Racial Survey of 1923-1929,book-chapter,Open Book Publishers
10.11647/obp.0051.09,"9. Science and Ideology, 1925–1945",book-chapter,Open Book Publishers
10.11647/obp.0051.10,10. The Fall of Nordic Master Race,book-chapter,Open Book Publishers
10.11647/obp.0051.11,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0052.01,1. The “written landscape” of the central Sahara: recording and digitising the Tifinagh inscriptions in the Tadrart Acacus Mountains,book-chapter,Open Book Publishers
10.11647/obp.0052.02,2. Metadata and endangered archives: lessons from the Ahom Manuscripts Project,book-chapter,Open Book Publishers
